Account Number,Agency Alias,Account Name,Delivery Address Street 1,Delivery Address: ZIP Code,Borough,Healthy Neighborhood,Segment,Kosher,Primary Contact,Main Phone,Last Site Monitoring Date,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,4,40,5
R791,BK238,Solid Rock Baptist Church,120 Tompkins Ave,11206,Brooklyn,Bed-Stuy,Rising Star,No,Thomas Ross,(917) 750-0342,4/9/12,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
R793,BK239,Masbia of Boro Park,4114 14th Ave,11219,Brooklyn,N/A,Core,Yes,Beau Heyen,(718) 972-4446,5/5/14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
R133,BK24,Overcoming-Love Ministries,246 Jamaica Avenue,11207,Brooklyn,N/A,Rising Star,No,LeoPoldo Karl,(718) 235-1464,11/12/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1
R798,BK240,Fernande Valme Ministries,1120 Flatbush Ave,11226,Brooklyn,N/A,Mature Star,No,Ketty Joseph,(718) 284-1809,5/16/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
R799,BK241,Crossover Baptist Church,358 Kosciusko Street,11221,Brooklyn,Bed-Stuy,Super Star,No,Lillian Hopkins,(718) 452-4653,6/17/14,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
R802,BK242,Liberty Hall Church of God,1407 Flatbush Ave,11236,Brooklyn,N/A,Core,No,Sandra Barrett,(347) 598-6672,6/17/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1
R804,BK243,Recovery House of Brooklyn,360 Schermerhorn Street,11217,Brooklyn,N/A,Core,No,Derrick Alex,(718) 875-1858,8/7/13,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
R134,BK25,SA - Bushwick Corps,1151 Bushwick Avenue,11221,Brooklyn,N/A,Core,No,Matherson Bernabe,(718) 455-4102,11/12/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
R136,BK26,Las Maravillas Del Exodo,302 Elton Street,11208,Brooklyn,N/A,Core,No,Hector Lozada,(347) 242-6337,10/30/13,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
R137,BK27,Miller Avenue Block Association,2482 Pitkin Avenue,11208,Brooklyn,N/A,Core,No,Robin Hardison-Crawford,(347) 892-9308,4/17/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
R931,BK282,New Church International,2002 Neptune Ave,11224,Brooklyn,N/A,Core,No,Edwin Malave,(347) 831-7266,2/22/13,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1
R934,BK283,Children of the Light Ministry,"9815 Avenue ""L""",11236,Brooklyn,N/A,Core,No,Maureen Rush,(347) 794-4130,1/31/14,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
R141,BK32,Ebenezer Haitian Baptist Church,1058 President Street,11225,Brooklyn,N/A,Core,No,Dulette Victor,(718) 773-3054,9/20/12,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
R142,BK33,Full Gospel Assembly Church,131 Sullivan Place,11225,Brooklyn,N/A,Rising Star,No,Angelicia Brown,(718) 940-9687,5/16/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
R143,BK34,New Hope Family Worship Center,817 Livonia Avenue,11207,Brooklyn,N/A,Core,No,Errol Richards,(718) 342-1305,9/20/12,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1
R144,BK35,Wayside Baptist Church Sr. Citizens,1630 St. Marks Avenue,11223,Brooklyn,N/A,Core,No,Mary Kinsey,(718) 922-1304,12/14/12,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
R145,BK36,Berean Seventh Day Adventist Church,1713 Ralph Avenue,11236,Brooklyn,N/A,Core,No,Astral Jean,(718) 551-6008,10/11/12,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
R150,BK53,Anchor House,1041 Bergen Street,11213,Brooklyn,N/A,Core,No,Curtis DeGroat,(718) 771-0760,4/17/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
R154,BK56,Open Door Outreach Ministry,999 Greene Avenue,11221,Brooklyn,Bed-Stuy,Mature Star,No,Tynese Taylor,(718) 455-3545,12/21/12,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
R156,BK57B,Salt & Sea Mission,2417 - 2419 Stillwell Avenue,11223,Brooklyn,N/A,Core,No,Rocco Brescia,(718) 473-7979,3/5/14,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
R157,BK62,Reaching Out Community Services,7708 New Utrecht Avenue,11214,Brooklyn,N/A,Rising Star,No,Tom Neve,(718) 373-4565,12/21/12,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
R158,BK64,Mount Calvary Baptist Church,560 Rogers Avenue,11225,Brooklyn,N/A,Core,No,Phyllis Brown,(718) 856-0356,10/30/13,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
R160,BK65,Ready Willing & Able The Doe Fund Inc.,520 Gates Avenue,11216,Brooklyn,Bed-Stuy,Core,No,Gino Dalesandro,(718) 628-3214,6/12/14,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
R161,BK66,John Wesley United Methodist Church,260 Quincy Street,11216,Brooklyn,Bed-Stuy,Core,No,Ebenezer Aduko,(718) 783-5761,6/12/14,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
